IDENTIFIER: Reference ID,FORMULA,PROPERTY: Microstructure,PROPERTY: Processing method,PROPERTY: BCC/FCC/other,Grain_Size,PROPERTY: Exp. Density (g/cm$^3$),PROPERTY: Calculated Density (g/cm$^3$),Hardness,PROPERTY: Type of test,PROPERTY: Test temperature ($^\circ$C),Yield_Strength,Tensile_Strength,PROPERTY: Elongation (%),PROPERTY: Elongation plastic (%),PROPERTY: Exp. Young modulus (GPa),PROPERTY: Calculated Young modulus (GPa),PROPERTY: O content (wppm),PROPERTY: N content (wppm),PROPERTY: C content (wppm)
240,Cr1 Cu1 Fe1 Mn1 Ni1,Other,WROUGHT,other,1.5,,8.1,312.0,T,25.0,1030.0,1190.0,11.4,,,,,,
240,Cr1 Cu1 Fe1 Mn1 Ni1,Other,WROUGHT,other,1.9,,8.1,271.0,T,25.0,970.0,1110.0,12.1,,,,,,
240,Cr1 Cu1 Fe1 Mn1 Ni1,Other,WROUGHT,other,2.2,,8.1,183.0,T,25.0,850.0,960.0,14.3,,,,,,
240,Cr1 Cu1 Fe1 Mn1 Ni1,Other,WROUGHT,other,6.5,,8.1,162.0,T,25.0,470.0,640.0,34.8,,,,,,
241,Co0.476 Cr0.476 Fe0.476 Nb0.095 Ni1,FCC+Laves,CAST,other,20.0,,8.3,476.0,T,25.0,170.0,537.0,32.0,,,,,,
241,Co0.476 Cr0.476 Fe0.476 Nb0.19 Ni1,FCC+Laves,CAST,other,20.0,,8.4,476.0,T,25.0,640.0,840.0,7.0,,,,,,
241,Co0.476 Cr0.476 Fe0.476 Nb0.095 Ni1,FCC+Laves+Sec.,ANNEAL,other,20.0,,8.3,476.0,T,25.0,560.0,860.0,19.0,,,,,,
241,Co0.476 Cr0.476 Fe0.476 Nb0.19 Ni1,FCC+Laves,ANNEAL,other,20.0,,8.4,476.0,T,25.0,822.0,1004.0,3.0,,,,,,
242,C0.053 Co1 Cr1 Fe1 Mn1 Ni1,FCC+Sec.,ANNEAL,other,20.0,,8.0,345.0,C,800.0,822.0,1004.0,,,,,,,
242,C0.053 Co1 Cr1 Fe1 Mn1 Ni1,FCC+Sec.,ANNEAL,other,20.0,,8.0,285.0,C,1000.0,822.0,1004.0,,,,,,,
243,Al1 Co1 Cr1 Fe1 Ni1,BCC+FCC,POWDER,other,10.21,,6.7,550.0,C,25.0,1221.1,1004.0,30.0,23.2,,,,,
243,Al1 Co1 Cr1 Fe1 Ni1,BCC+FCC,POWDER,other,15.68,,6.7,510.0,C,25.0,1186.7,1004.0,33.0,26.5,,,,,
243,Al1 Co1 Cr1 Fe1 Ni1,BCC+FCC,POWDER,other,16.7,,6.7,503.0,C,25.0,1112.9,1004.0,30.0,21.4,,,,,
244,Cr1 Mo1 Nb1 Ti1 W1,BCC+Laves,POWDER,other,20.0,,9.9,476.0,C,25.0,2500.0,1004.0,10.0,,,,,,
244,Cr1 Mo1 Nb1 Ti1 W1,BCC+Laves,POWDER,other,20.0,,9.9,476.0,C,25.0,1260.0,1004.0,4.8,,,,,,
244,Cr1 Mo1 Nb1 Ti1 W1,BCC+Laves,POWDER,other,20.0,,9.9,476.0,C,25.0,1630.0,1004.0,4.85,,,,,,
244,Cr1 Mo1 Nb1 Ti1 W1,BCC+Laves,POWDER,other,20.0,,9.9,476.0,C,25.0,2030.0,1004.0,4.3,,,,,,
244,Cr1 Mo1 Nb1 Ti1 W1,BCC+Laves,POWDER,other,20.0,,9.9,476.0,C,25.0,1920.0,1004.0,5.0,,,,,,
246,Al1 Co1 Cr1 Fe1 Ni1,BCC+B2,POWDER,other,20.0,,6.7,476.0,C,25.0,822.0,1004.0,,,,,,,
246,Al1 Co1 Cr1 Fe1 Ni1,BCC+B2+FCC,POWDER,other,20.0,,6.7,476.0,C,25.0,822.0,1004.0,,,,,,,
246,Al1 Co1 Cr1 Fe1 Ni1,BCC+B2+FCC,POWDER,other,20.0,,6.7,476.0,C,25.0,520.0,1004.0,,,,,,,
246,Al1 Co1 Cr1 Fe1 Ni1,BCC+B2+FCC,POWDER,other,20.0,,6.7,476.0,C,25.0,1150.0,1004.0,,,,,,,
246,Al1 Co1 Cr1 Fe1 Ni1,BCC+B2+FCC,POWDER,other,20.0,,6.7,476.0,C,25.0,1287.0,1004.0,,,,,,,
246,Al1 Co1 Cr1 Fe1 Ni1,BCC+B2+FCC,POWDER,other,20.0,,6.7,476.0,C,25.0,1286.0,1004.0,,,,,,,
246,Al1 Co1 Cr1 Fe1 Ni1,BCC+B2+FCC,POWDER,other,20.0,,6.7,476.0,C,25.0,1390.0,1004.0,,,,,,,
246,Al1 Co1 Cr1 Fe1 Ni1,BCC+B2+FCC,POWDER,other,20.0,,6.7,476.0,C,25.0,1626.0,1004.0,,,,,,,
247,Cr1 Fe1 Mn1 Ni1,FCC,,FCC,20.0,,7.8,476.0,,,822.0,1004.0,,,,222.0,,,
248,Co0.25 Cr0.25 Fe1 Mn1,FCC,CAST,FCC,20.0,,7.7,476.0,T,25.0,213.0,471.0,55.7,,,212.0,,,
248,Co0.25 Cr0.25 Fe1 Mn1,FCC,CAST,FCC,20.0,,7.7,476.0,T,25.0,393.0,634.0,26.5,,,212.0,,,
248,Co0.25 Cr0.25 Fe1 Mn1,FCC,WROUGHT,FCC,20.0,,7.7,476.0,T,25.0,792.0,1055.0,22.6,,,212.0,,,
248,Co0.25 Cr0.25 Fe1 Mn1,FCC,WROUGHT,FCC,18.0,,7.7,476.0,T,25.0,559.0,1004.0,33.9,,,212.0,,,
248,Co0.25 Cr0.25 Fe1 Mn1,FCC,WROUGHT,FCC,32.0,,7.7,476.0,T,25.0,512.0,978.0,55.3,,,212.0,,,
248,Co0.25 Cr0.25 Fe1 Mn1,FCC,WROUGHT,FCC,63.0,,7.7,476.0,T,25.0,476.0,947.0,69.4,,,212.0,,,
249,Co1 Cr1 Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,20.0,,8.0,476.0,T,25.0,353.0,635.0,,43.0,,220.0,,,
249,C0.041 Co1 Cr1 Fe1 Mn1 Nb0.041 Ni1,FCC+Sec.,WROUGHT,other,20.0,,8.0,476.0,T,25.0,732.0,911.0,,32.0,,,,,
250,Al0.5 Nb1 Ta0.5 Ti1 Zr1,BCC+HCP,WROUGHT,other,20.0,,7.3,476.0,C,25.0,1500.0,1004.0,6.0,,,,,,
250,Al0.5 Nb1 Ta0.5 Ti1 Zr1,BCC,POWDER,BCC,20.0,,7.3,476.0,,,822.0,1004.0,,,,102.0,,,
250,Al0.5 Nb1 Ta0.5 Ti1 Zr1,BCC+HCP,WROUGHT,other,20.0,,7.3,476.0,C,25.0,1200.0,1004.0,8.0,,,,,,
250,Al0.5 Nb1 Ta0.5 Ti1 Zr1,BCC+HCP,WROUGHT,other,20.0,,7.3,476.0,C,25.0,2100.0,1004.0,12.0,,,,,,
250,Al0.5 Nb1 Ta0.5 Ti1 Zr1,BCC+HCP,WROUGHT,other,20.0,,7.3,476.0,C,25.0,1740.0,1004.0,20.0,,,,,,
250,Al0.5 Nb1 Ta0.5 Ti1 Zr1,BCC+HCP,WROUGHT,other,20.0,,7.3,476.0,C,25.0,1630.0,1004.0,12.0,,,,,,
251,Mo1 Nb1 Ta1 W1,BCC,POWDER,BCC,20.0,,13.7,504.5,C,25.0,1217.0,1004.0,7.5,3.8,,250.0,,,
251,Mo1 Nb1 Si0.25 Ta1 W1,BCC+Sec.,POWDER,other,20.0,,12.9,567.0,C,25.0,1826.0,1004.0,16.5,10.5,,,,,
251,Mo1 Nb1 Si0.5 Ta1 W1,BCC+Sec.,POWDER,other,20.0,,12.2,697.0,C,25.0,1883.0,1004.0,11.0,5.8,,,,,
251,Mo1 Nb1 Si0.75 Ta1 W1,BCC+Sec.,POWDER,other,20.0,,11.6,682.6,C,25.0,2483.0,1004.0,6.2,1.6,,,,,
251,Mo1 Nb1 Ta1 W1,BCC,POWDER,BCC,20.0,,13.7,420.0,,200.0,822.0,1004.0,,,,250.0,,,
251,Mo1 Nb1 Si0.25 Ta1 W1,BCC+Sec.,POWDER,other,20.0,,12.9,425.0,,200.0,822.0,1004.0,,,,,,,
251,Mo1 Nb1 Si0.5 Ta1 W1,BCC+Sec.,POWDER,other,20.0,,12.2,535.0,,200.0,822.0,1004.0,,,,,,,
251,Mo1 Nb1 Si0.75 Ta1 W1,BCC+Sec.,POWDER,other,20.0,,11.6,640.0,,200.0,822.0,1004.0,,,,,,,
251,Mo1 Nb1 Ta1 W1,BCC,POWDER,BCC,20.0,,13.7,425.0,,400.0,822.0,1004.0,,,,250.0,,,
251,Mo1 Nb1 Si0.25 Ta1 W1,BCC+Sec.,POWDER,other,20.0,,12.9,420.0,,400.0,822.0,1004.0,,,,,,,
251,Mo1 Nb1 Si0.5 Ta1 W1,BCC+Sec.,POWDER,other,20.0,,12.2,560.0,,400.0,822.0,1004.0,,,,,,,
251,Mo1 Nb1 Si0.75 Ta1 W1,BCC+Sec.,POWDER,other,20.0,,11.6,600.0,,400.0,822.0,1004.0,,,,,,,
251,Mo1 Nb1 Ta1 W1,BCC,POWDER,BCC,20.0,,13.7,340.0,,600.0,822.0,1004.0,,,,250.0,,,
251,Mo1 Nb1 Si0.25 Ta1 W1,BCC+Sec.,POWDER,other,20.0,,12.9,425.0,,600.0,822.0,1004.0,,,,,,,
251,Mo1 Nb1 Si0.5 Ta1 W1,BCC+Sec.,POWDER,other,20.0,,12.2,540.0,,600.0,822.0,1004.0,,,,,,,
251,Mo1 Nb1 Si0.75 Ta1 W1,BCC+Sec.,POWDER,other,20.0,,11.6,650.0,,600.0,822.0,1004.0,,,,,,,
251,Mo1 Nb1 Ta1 W1,BCC,POWDER,BCC,20.0,,13.7,335.5,,800.0,822.0,1004.0,,,,250.0,,,
251,Mo1 Nb1 Si0.25 Ta1 W1,BCC+Sec.,POWDER,other,20.0,,12.9,399.2,,800.0,822.0,1004.0,,,,,,,
251,Mo1 Nb1 Si0.5 Ta1 W1,BCC+Sec.,POWDER,other,20.0,,12.2,550.5,,800.0,822.0,1004.0,,,,,,,
251,Mo1 Nb1 Si0.75 Ta1 W1,BCC+Sec.,POWDER,other,20.0,,11.6,597.3,,800.0,822.0,1004.0,,,,,,,
251,Mo1 Nb1 Si0.75 Ta1 W1,BCC+Sec.,POWDER,other,20.0,,11.6,476.0,C,1200.0,960.0,1004.0,22.7,,,,,,
252,Co1 Cr1 Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,20.0,,8.0,476.0,T,25.0,1199.26,1335.35,4.37,,,220.0,,,
252,Co1 Cr1 Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,20.0,,8.0,476.0,T,25.0,1269.23,1366.3,1.16,,,220.0,,,
252,Co1 Cr1 Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,20.0,,8.0,476.0,T,25.0,1371.21,1402.83,1.58,,,220.0,,,
252,Co1 Cr1 Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,0.166,,8.0,476.0,T,25.0,1362.74,1471.05,3.15,,,220.0,,,
252,Co1 Cr1 Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,0.248,,8.0,476.0,T,25.0,1241.81,1325.25,4.31,,,220.0,,,
252,Co1 Cr1 Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,0.468,,8.0,476.0,T,25.0,930.3,1021.32,19.01,,,220.0,,,
252,Co1 Cr1 Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,1.79,,8.0,476.0,T,25.0,729.21,901.74,26.3,,,220.0,,,
252,Co1 Cr1 Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,4.57,,8.0,476.0,T,25.0,494.82,735.6,38.7,,,220.0,,,
252,Co1 Cr1 Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,13.45,,8.0,476.0,T,25.0,366.88,673.25,42.55,,,220.0,,,
252,Co1 Cr1 Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,22.37,,8.0,476.0,T,25.0,290.65,618.51,43.15,,,220.0,,,
252,Co1 Cr1 Fe1 Mn1 Ni1,FCC,WROUGHT,FCC,30.6,,8.0,476.0,T,25.0,258.76,598.75,45.05,,,220.0,,,
253,C0.1 Co1 Cr1 Fe1 Mn1 Ni1 Ti0.1,FCC+Sec.,POWDER,other,20.0,7.5,7.8,457.0,C,25.0,1616.0,1004.0,,4.5,,,,,
253,C0.1 Co1 Cr1 Fe1 Mn1 Ni1 Ti0.1,FCC+Sec.,POWDER,other,20.0,7.64,7.8,461.0,C,25.0,1652.0,1004.0,,10.0,,,,,
253,C0.1 Co1 Cr1 Fe1 Mn1 Ni1 Ti0.1,FCC+Sec.,POWDER,other,20.0,7.66,7.8,428.0,C,25.0,1490.0,1004.0,,11.4,,,,,
253,C0.1 Co1 Cr1 Fe1 Mn1 Ni1 Ti0.1,FCC+Sec.,POWDER,other,20.0,7.69,7.8,378.0,C,25.0,1194.0,1004.0,,20.1,,,,,
255,Co1 Cr1 Fe1 Ni1,FCC,,FCC,20.0,,8.2,476.0,,,822.0,1004.0,,,,226.0,,,
255,Al0.5 Co1 Cr1 Fe1 Ni1,FCC+BCC,,other,20.0,,7.3,250.0,,,822.0,1004.0,,,,,,,
255,Al1 Co1 Cr1 Fe1 Ni1,BCC,,BCC,20.0,,6.7,500.0,,,822.0,1004.0,,,,184.0,,,
255,Al1 Co0.5 Cr0.5 Fe0.5 Ni0.5,BCC,,BCC,20.0,,5.9,733.0,,,822.0,1004.0,,,,160.0,,,
256,Al0.5 Co1 Fe1 Ni1 Ti0.5,FCC+BCC,,other,20.0,,6.9,733.0,,,822.0,1004.0,,,,,,,
256,Al0.5 Co1 Cr1 Fe1 Ni1 Ti0.5,FCC+FCC,,other,20.0,,6.9,640.0,,,822.0,1004.0,,,,,,,
257,Al0.5 Co1 Cr1 Fe1 Mn1 Ni1,,,other,20.0,,7.4,476.0,,,822.0,1004.0,,,,,,,
257,Al0.5 Co1 Cr1 Fe1 Mn1 Ni1 Ta0.2,FCC+BCC+Sec.,,other,20.0,,7.8,385.0,,,822.0,1004.0,,,,,,,
257,Al0.5 Co1 Cr1 Fe1 Mn1 Ni1 Ta0.4,FCC+BCC+Sec.,,other,20.0,,8.3,486.0,,,822.0,1004.0,,,,,,,
257,Al0.55 Co1 Cr1 Fe1 Mn1 Ni1 Ta0.6,FCC+BCC+Sec.,,other,20.0,,8.6,570.0,,,822.0,1004.0,,,,,,,
257,Co1 Cr1 Fe1 Mn1 Ni1,FCC+BCC,,other,20.0,,8.0,476.0,,,822.0,1004.0,,,,,,,
257,Co1 Cr1 Fe1 Mn1 Ni1 Ta0.2,FCC+BCC,,other,20.0,,8.5,200.0,,,822.0,1004.0,,,,,,,
257,Co1 Cr1 Fe1 Mn1 Ni1 Ta0.4,FCC+BCC,,other,20.0,,9.0,290.0,,,822.0,1004.0,,,,,,,
257,Co1 Cr1 Fe1 Mn1 Ni1 Ta0.6,FCC+BCC,,other,20.0,,9.4,345.0,,,822.0,1004.0,,,,,,,
258,Al0.3 Co1 Cr1 Fe1 Ni1,FCC,,FCC,20.0,,7.6,160.0,,,822.0,1004.0,,,,210.0,,,
258,Al0.3 Co1 Cr1 Fe1 Mo0.1 Ni1,FCC,,FCC,20.0,,7.7,200.0,,,822.0,1004.0,,,,214.0,,,
254,Al0.143 Cr0.343 Fe1 Mn0.8 Ni0.571,FCC,CAST,FCC,20.0,,7.5,476.0,T,25.0,280.0,556.0,48.0,48.2,,204.0,,,
254,Al0.286 Cr0.343 Fe1 Mn0.657 Ni0.571,FCC,WROUGHT,FCC,20.0,,7.2,476.0,T,25.0,320.0,625.0,42.2,42.45,,195.0,,,
254,Al0.143 Cr0.343 Fe1 Mn0.8 Ni0.571,FCC,CAST,FCC,20.0,,7.5,476.0,T,25.0,1253.0,1392.0,6.78,8.2,,204.0,,,
254,Al0.286 Cr0.343 Fe1 Mn0.657 Ni0.571,FCC,WROUGHT,FCC,20.0,,7.2,476.0,T,25.0,1400.0,1500.0,5.83,7.85,,195.0,,,
259,Co1 Cu1 Fe1 Mn1 Ni1,FCC,CAST,FCC,20.0,,8.4,476.0,,800.0,822.0,1004.0,,,,189.0,,,
259,Co1 Cu1 Fe1 Mn1 Ni1,FCC,CAST,FCC,20.0,,8.4,476.0,,900.0,822.0,1004.0,,,,189.0,,,
259,Co1 Cu1 Fe1 Mn1 Ni1,FCC,CAST,FCC,20.0,,8.4,476.0,,100.0,822.0,1004.0,,,,189.0,,,
260,Co1 Cr1 Fe1 Mo0.15 Ni1,FCC,CAST,FCC,20.0,,8.3,476.0,T,25.0,489.0,895.0,,53.6,,231.0,,,
260,Co1 Cr1 Fe1 Mo0.15 Ni1,,WROUGHT,other,20.0,,8.3,476.0,T,25.0,873.0,1004.0,,23.4,,,,,
260,Co1 Cr1 Fe1 Mo0.15 Ni1,,WROUGHT,other,20.0,,8.3,476.0,T,25.0,952.0,1122.0,,14.2,,,,,
260,Co1 Cr1 Fe1 Mo0.15 Ni1,FCC,WROUGHT,FCC,20.0,,8.3,476.0,T,25.0,1136.0,1245.0,,8.7,,231.0,,,
260,Co1 Cr1 Fe1 Mo0.15 Ni1,FCC,WROUGHT,FCC,20.0,,8.3,476.0,T,25.0,1301.0,1493.0,,7.2,,231.0,,,
260,Co1 Cr1 Fe1 Mo0.15 Ni1,,WROUGHT,other,20.0,,8.3,476.0,T,25.0,1311.0,1421.0,,5.9,,,,,
260,Co1 Cr1 Fe1 Mo0.15 Ni1,,WROUGHT,other,20.0,,8.3,476.0,T,25.0,1273.0,1458.0,,5.5,,,,,
261,Co0.139 Cr0.446 Cu0.99 Ni1 Si0.277,,WROUGHT,other,20.0,,7.6,142.5,T,25.0,777.0,810.0,3.4,,,,,,
261,Co0.139 Cr0.446 Cu0.99 Ni1 Si0.277,,WROUGHT,other,20.0,,7.6,147.4,,,822.0,1004.0,,,,,,,
261,Co0.139 Cr0.446 Cu0.99 Ni1 Si0.277,,WROUGHT,other,20.0,,7.6,155.2,,,822.0,1004.0,,,,,,,
262,Al1 Co1 Cr0.091 Nb0.727 W0.212,,CAST,other,20.0,,7.2,1084.0,,25.0,822.0,1004.0,,,,,,,
262,Co1 Cr0.917 Ni1 Ta0.5 Ti0.75,,CAST,other,20.0,,8.8,1011.0,,25.0,822.0,1004.0,,,,,,,
262,Al0.947 Co0.158 Mo1 Ni0.289 W0.237,,CAST,other,20.0,,8.0,725.0,,25.0,822.0,1004.0,,,,,,,
262,Co0.043 Nb0.638 Ni1 Ta0.255 Ti0.191,,CAST,other,20.0,,9.5,815.0,,25.0,822.0,1004.0,,,,,,,
262,Co0.273 Cr0.477 Nb0.477 Ni0.045 Ti1,,CAST,other,20.0,,6.4,422.0,,25.0,822.0,1004.0,,,,,,,
262,Co1 Cr0.487 Nb0.231 Ta0.026 Ti0.821,,CAST,other,20.0,,6.9,856.0,,25.0,822.0,1004.0,,,,,,,
262,Co0.564 Nb0.795 Ta0.103 Ti1 W0.103,,CAST,other,20.0,,7.7,277.0,,25.0,822.0,1004.0,,,,,,,
263,Al1 Co1 Cu1 Fe1 Ni0.5,FCC+BCC+B2,CAST,other,20.0,,6.9,430.9,C,25.0,929.0,1004.0,13.7,,,,,,
263,Al1 Co1 Cu1 Fe1 Ni0.8,FCC+BCC+B2,CAST,other,20.0,,7.0,420.0,C,25.0,1021.0,1004.0,12.3,,,,,,
263,Al1 Co1 Cu1 Fe1 Ni1,FCC+BCC+B2,CAST,other,20.0,,7.0,391.4,C,25.0,994.0,1004.0,24.5,,,,,,
263,Al0.667 Co0.667 Cu0.667 Fe0.667 Ni1,FCC+BCC+B2,CAST,other,20.0,,7.2,323.8,C,25.0,680.0,1004.0,35.9,,,,,,
263,Al0.5 Co0.5 Cu0.5 Fe0.5 Ni1,FCC+BCC+B2,CAST,other,20.0,,7.3,299.2,C,25.0,544.0,1004.0,,,,,,,
263,Al0.333 Co0.333 Cu0.333 Fe0.333 Ni1,FCC,CAST,FCC,20.0,,7.5,279.6,C,25.0,268.0,1004.0,,,,167.0,,,
99,Al0.5 Cr1 Fe1 Mn1 Ni1,BCC+B2,CAST,other,20.0,,7.1,353.0,C,25.0,1091.0,1004.0,50.0,,,,,,
99,Al0.6 Cr1 Fe1 Mn1 Ni1,BCC+B2,CAST,other,20.0,,6.9,361.0,C,25.0,1130.0,1004.0,53.0,,,,,,
99,Al0.7 Cr1 Fe1 Mn1 Ni1,BCC+B2,CAST,other,20.0,,6.8,375.0,C,25.0,1170.0,1004.0,55.0,,,,,,
99,Al0.8 Cr1 Fe1 Mn1 Ni1,BCC+B2,CAST,other,20.0,,6.7,386.0,C,25.0,1200.0,1004.0,55.0,,,,,,
100,Co1 Cr0.2 Fe1 Ni1 Si0.2,FCC,CAST,FCC,20.0,,7.8,130.1,T,25.0,225.0,732.0,61.0,,,195.0,,,
100,Co1 Cr0.2 Fe1 Ni1 Si0.2,FCC,WROUGHT,FCC,20.0,,7.8,318.2,T,25.0,705.0,1070.0,10.0,,,195.0,,,
100,Co1 Cr0.2 Fe1 Ni1 Si0.2,FCC,WROUGHT,FCC,20.0,,7.8,153.8,T,25.0,320.0,920.0,60.0,,,195.0,,,
101,Al1 Cu0.077 Fe0.077 Mg0.077 Si0.231 Zn0.077,FCC,CAST,FCC,20.0,3.08,3.2,476.0,C,25.0,422.0,1004.0,1.0,,88.7,73.0,,,
101,Al1 Cu0.077 Mg0.077 Ni0.077 Si0.231 Zn0.077,FCC,CAST,FCC,20.0,3.15,3.2,476.0,C,25.0,534.0,1004.0,1.0,,107.8,72.0,,,
101,Al1 Cr0.077 Cu0.077 Mg0.077 Si0.231 Zn0.077,FCC,CAST,FCC,20.0,3.06,3.1,476.0,C,25.0,490.0,1004.0,6.0,,78.4,75.0,,,
101,Al1 Cu0.077 Mg0.077 Mn0.077 Si0.231 Zn0.077,FCC,CAST,FCC,20.0,2.98,3.2,476.0,C,25.0,622.0,1004.0,2.0,,114.1,73.0,,,
101,Al1 Cu0.077 Mg0.077 Si0.231 Zn0.077 Zr0.077,FCC+Laves,CAST,other,20.0,3.06,3.2,476.0,C,25.0,565.0,1004.0,4.0,,105.1,,,,
102,Co1 Cr1 Fe1 Mo0.2 Ni1,FCC,CAST,FCC,20.0,,8.3,476.0,T,25.0,400.0,780.0,53.0,,,232.0,,,
102,Co1 Cr1 Fe1 Mo0.2 Ni1,FCC,ANNEAL,FCC,20.0,,8.3,476.0,T,25.0,822.0,838.0,43.0,,,232.0,,,
102,Co1 Cr1 Fe1 Mo0.2 Ni1,FCC,ANNEAL,FCC,20.0,,8.3,476.0,T,25.0,822.0,899.0,31.0,,,232.0,,,
102,Co1 Cr1 Fe1 Mo0.2 Ni1,FCC,ANNEAL,FCC,20.0,,8.3,476.0,T,25.0,822.0,902.0,29.0,,,232.0,,,
102,Co1 Cr1 Fe1 Mo0.2 Ni1,FCC,ANNEAL,FCC,20.0,,8.3,476.0,T,25.0,822.0,811.0,52.0,,,232.0,,,
102,Co1 Cr1 Fe1 Mo0.2 Ni1,FCC,ANNEAL,FCC,20.0,,8.3,476.0,T,25.0,822.0,790.0,49.0,,,232.0,,,
102,Co1 Cr1 Fe1 Mo0.2 Ni1,FCC,ANNEAL,FCC,20.0,,8.3,476.0,T,25.0,822.0,799.0,47.0,,,232.0,,,
102,Co1 Cr1 Fe1 Mo0.2 Ni1,FCC,ANNEAL,FCC,20.0,,8.3,476.0,T,25.0,822.0,802.0,37.0,,,232.0,,,
102,Co1 Cr1 Fe1 Mo0.2 Ni1,FCC,ANNEAL,FCC,20.0,,8.3,476.0,T,25.0,822.0,823.0,36.0,,,232.0,,,
102,Co1 Cr1 Fe1 Mo0.2 Ni1,FCC,ANNEAL,FCC,20.0,,8.3,476.0,T,25.0,822.0,849.0,34.0,,,232.0,,,
102,Co1 Cr1 Fe1 Mo0.2 Ni1,FCC,ANNEAL,FCC,20.0,,8.3,476.0,T,25.0,822.0,895.0,32.0,,,232.0,,,
103,Al0.569 Ca0.143 Li0.857 Mg1 Si0.286 Y0.003,,CAST,other,20.0,1.7,1.6,476.0,C,25.0,556.0,1004.0,3.0,,,,,,
103,Al0.429 Ca0.286 Li1 Mg1 Si0.143,,CAST,other,20.0,1.57,1.4,476.0,C,25.0,418.0,1004.0,13.0,,,,,,
103,Al0.312 Ca0.021 Li0.792 Mg1 Si0.021,,CAST,other,20.0,1.52,1.4,476.0,C,25.0,360.0,1004.0,9.0,,,,,,
103,Al0.333 Ca0.011 Li0.844 Mg1 Si0.033,,CAST,other,20.0,1.5,1.4,476.0,C,25.0,342.0,1004.0,44.0,,,,,,
103,Al0.333 Ca0.011 Li0.867 Mg1 Si0.011,,CAST,other,20.0,1.46,1.4,476.0,C,25.0,300.0,1004.0,63.0,,,,,,
104,Co1 Cr1 Fe1 Ni1 Pd1,FCC,CAST,FCC,20.0,,9.2,295.0,,,822.0,1004.0,,,,201.0,,,
104,Co1 Cr1 Fe1 Mn0.2 Ni1 Pd1,FCC+Sec.,CAST,other,20.0,,9.1,470.0,C,25.0,650.0,1004.0,50.0,,,,,,
104,Co1 Cr1 Fe1 Mn0.4 Ni1 Pd1,FCC+Sec.,CAST,other,20.0,,9.1,380.0,C,25.0,650.0,1004.0,46.0,,,,,,
104,Co1 Cr1 Fe1 Mn0.6 Ni1 Pd1,FCC+Sec.,CAST,other,20.0,,9.0,180.0,C,25.0,650.0,1004.0,42.0,,,,,,
104,Co1 Cr1 Fe1 Mn0.8 Ni1 Pd1,FCC+Sec.,CAST,other,20.0,,8.9,160.0,C,25.0,650.0,1004.0,35.0,,,,,,
106,Al0.3 Co1 Cr1 Fe1 Mn1 Ni1,,POWDER,other,20.0,,7.6,476.0,,,822.0,1004.0,,,,,,,
107,Cr1 Fe1 Ni1 Ti0.2,BCC+FCC,CAST,other,20.0,,7.6,362.2,C,25.0,2297.94,1004.0,5.8,,,,,,
107,Cr1 Fe1 Ni1 Ti0.3,BCC+FCC,CAST,other,20.0,,7.5,510.3,C,25.0,2364.63,1004.0,,,,,,,
107,Cr1 Fe1 Ni1 Ti0.4,BCC,CAST,BCC,20.0,,7.4,600.3,C,25.0,2475.41,1004.0,6.5,,,212.0,,,
107,Cr1 Fe1 Ni1 Ti0.5,BCC,CAST,BCC,20.0,,7.3,709.6,C,25.0,2380.79,1004.0,,,,208.0,,,
107,Cr1 Fe1 Ni1 Ti0.6,BCC,CAST,BCC,20.0,,7.2,718.2,C,25.0,1923.15,1004.0,,,,204.0,,,
108,Al1 Cr1 Cu1 Fe1 Mn1,Other,POWDER,other,20.0,,6.5,633.0,C,25.0,1010.0,1004.0,,,,,,,
108,Al1 Cr1 Cu1 Fe1 Mn1 W0.05,BCC+Sec.,POWDER,other,20.0,,6.7,680.0,C,25.0,1120.0,1004.0,,,,,,,
108,Al1 Cr1 Cu1 Fe1 Mn1 W0.1,BCC+Sec.,POWDER,other,20.0,,6.8,705.0,C,25.0,1250.0,1004.0,,,,,,,
108,Al1 Cr1 Cu1 Fe1 Mn1 W0.5,BCC+Sec.,POWDER,other,20.0,,7.9,780.0,C,25.0,1510.0,1004.0,,,,,,,
109,Co1 Cu1 Fe1 Nb0.5 Ni1,FCC+Laves,WROUGHT,other,20.0,,8.6,476.0,,,822.0,1004.0,,,,,,,
109,Co0.2 Cu0.2 Fe0.2 Nb1 Ni0.2,FCC+Laves,WROUGHT,other,20.0,,8.6,476.0,C,25.0,1498.0,1004.0,37.6,,,,,,
109,Co0.133 Cu0.133 Fe0.133 Nb1 Ni0.133,FCC+Laves,WROUGHT,other,20.0,,8.6,476.0,C,25.0,1635.0,1004.0,31.7,,,,,,
109,Co0.086 Cu0.086 Fe0.086 Nb1 Ni0.086,FCC+Laves,WROUGHT,other,20.0,,8.6,476.0,C,25.0,1703.0,1004.0,18.3,,,,,,
